Book ID,Title,Authors,Stars,Ratings,Reviews,Description,Cover
BOOK_EY1DKZDKH8,冷酷的代課老師,"Keigo Higashino, 東野圭吾, 王蘊潔, ",3.27,48,4,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481461021l/32504013.jpg
BOOK_4VP7ZMEB1F,操縱彩虹的少年,"Keigo Higashino, 東野圭吾, 王蘊潔, ",3.50,52,6,他操控的是夢幻的光束，還是脆弱的人心？他會為這個世界帶來希望，還是走向毀滅？出生在普通家庭的光瑠，從小便擁有優異的色彩感，能夠將看見的顏色百分百地忠實呈現出來，而且無論什麼學問，只要聽過一次就能理解。父親高行和母親優美子起初對於優秀的兒子感到十分驕傲，但看著這位驚世天才一步步成長，卻開始對他的存在產生了恐懼。上了高中以後，光瑠更發展出一種與「光」有關的特殊才能，他的生活也開始有了極大的轉變，每到深夜就會悄悄外出。非常在意兒子這項怪異行徑的高行於是偷偷尾隨在光瑠後面，來到一棟廢棄的音樂廳，發現裡面聚集了許多青少年，門外還有飆車族把守，而光瑠竟然在舞臺上一邊操控七彩炫目的光束，一邊演奏著美妙的音樂！這個被光瑠稱為「光樂」的演出，據說看過後會讓人神清氣爽，對未來充滿希望，但「光樂」也讓青少年為之沉迷，彷彿毒品上癮一樣。隨著「光樂」的影響力越來越大，引起了大人們的恐慌和覬覦，而幕後的黑手也開始蠢蠢欲動……,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456579398l/28820570._SX318_.jpg
BOOK_TME16HVXNI,以眨眼乾杯,"Keigo Higashino, 東野圭吾, 袁斌, ",2.98,57,4,小田香子是受雇於邦比宴會設計公司的接待小姐，平日最大的心願就是「嫁進豪門」，這次的華屋感謝派對上，她又物色到擁有運動員身材，長相俊秀的高見不動產總經理高見俊介，才三十幾歲的俊介是香子的絕佳結婚對象。正當香子把握時機，製造機會與俊介「巧遇」之後，卻傳來了剛才一起服務的接待小姐、高挑的牧村繪里喝下毒酒死掉了，而且現場是完全的「密室」，因此剛才在感謝派對上出席的俊介和香子也被警方叫去問話。　　之後，說也奇怪，俊介這樣的大老闆居然幾次主動約香子見面，另外，當晚也在派對上出現的華屋家的老三、西原昭三也三番兩次來邀請。對俊介主動釋出的善意，香子自然是喜出望外，就算臨時向公司撒謊請假也要赴約，但香子總覺得俊介接近她似乎另有隱情；另一方面，她對健三的糾纏也不能置之不理……此時，傳來兼職接待小姐、同時也是繪里好友的真野由加利在自己家中被人掐死的消息。在這之中，香子的住處也在她不在家時，遭人闖入翻箱倒櫃，但是，香子的財物並沒有損失，闖入者究竟要找什麼東西呢？香子彷彿被看不見的魔爪所脅迫。　　派對美女連遭殺害，動機到底是什麼？又是誰會跟這樣的美女有如此深仇大恨，要置她們於死地呢？東野圭吾以寫實的情節，一字一句均暗藏解謎線索的布局，構築出一本「密室殺人」的推理小說，是東野圭吾迷不可錯過的收藏之一。,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343742731l/15779186.jpg
BOOK_UGNMWUI77E,マスカレード・ホテル [Masukarēdo hoteru],"Keigo Higashino, 東野 圭吾, ",3.88,635,81,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381249388l/12340111.jpg
BOOK_WWIVGQV9OD,犯人のいない殺人の夜 [Hannin no inai satsujin no yoru],"Keigo Higashino, 東野 圭吾, ",3.65,116,14,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381253644l/1996007.jpg
BOOK_7CLD61C3TA,ตายวันแต่ง,"Keigo Higashino, อิศเรศ ทองปัสโณว์, ",3.77,347,59,นักเขียนนิยายชื่อก้องผู้ผันตัวมาสร้างภาพยนตร์จะแต่งงานกับกวีหญิงหน้าใหม่ที่กำลังมาแรง ทว่าก่อนวันแต่งงานหนึ่งวันมีหญิงสาวปริศนาปรากฏตัวที่บ้านของว่าที่เจ้าบ่าว เธอคนนั้นเป็นคนรักเก่าที่ถูกทิ้งอย่งไม่มีเยื่อใย และว่าที่เจ้าบ่าวพยายามปกปิดไว้ เมื่อถึงวันงาน เกิดเหตุฆาตกรรมด้วยยาพิษ และผู้ตายก็คือเจ้าบ่าวที่แดดิ้นขณะเดินไปแท่นพิธี ผู้ต้องหามี 3 คน และทุกคนต่างบอกว่าตัวเองเป็นผู้ฆ่า?กุญแจสำคัญในการไขคดีคือ จำนวนแคปซูลใส่ยาพิษและที่มาที่ไป เมื่อถึงบทสุดท้ายตัวคุณที่เป็นผู้อ่านจะเข้าถึงความจริงที่คางะสืบพบได้เพียงไหนกัน!,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570459836l/52575789._SX318_SY475_.jpg
BOOK_537N0EMF2R,魔球,"Keigo Higashino, 東野圭吾, 王蘊潔, ",3.50,70,5,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383802238l/16088019.jpg
BOOK_P9ICVDQHUN,疾風ロンド,"Keigo Higashino, 東野 圭吾, ",3.20,64,2,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505888448l/20860170._SX318_.jpg
BOOK_SKEHP3Q5F7,浪花少年探偵団 [Naniwa shōnen tanteidan],"Keigo Higashino, 東野 圭吾, ",3.39,59,4,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381254310l/1996028.jpg
BOOK_42APLGQWW0,"再見了, 忍老師","Keigo Higashino, 東野圭吾, 王蘊潔, ",3.33,24,1,Alternative cover for this ISBN can be found here沒有解決不了的事件，只有解決不了的暴走女教師！路人有難，兩肋插刀！阿忍老師再度君臨大阪，看她打擊犯罪，終結壞蛋陰謀！說到那個有點正，又有點邪門的竹內忍，從她上次大活躍，讓警察大叔開口求饒後，就揮揮衣袖去大學進修兩年，退隱江湖，從此世界又恢復和平，眾人大呼萬歲。但變成女大生就沒戲唱了嗎？太天真了！哪個女大生當玩票投手，會把一幫大叔電得哇哇叫？又有哪個女大生不是去迪士尼樂園約會，而是在抓綁匪？明明是要考駕照，結果恐嚇教練還甩尾堵人？等等，差點忘了還有兩位護花使者在一旁互不相讓，忙著攪亂一池春水。你愛我我不愛你又愛他……這一定是中邪了……這麼高潮迭起的學生生活，還要忙著插花辦案，阿忍老師可以從中無事生還，順利畢業嗎？,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385630501l/19016701.jpg
BOOK_0Q4WYBM7LU,畢業：雪月花殺人遊戲,"Keigo Higashino, 東野圭吾, 吳得智, ",3.63,329,50,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1284997245l/9358599.jpg
BOOK_XHKJZAUOGC,พิกัดต่อไปใครเป็นศพ ตอนลางร้ายใต้หน้ากาก,"Keigo Higashino, อภิญญา เตชะบุญไพศาล, ",3.90,263,35,"ณ โรงแรมหรูแห่งหนึ่งกลางกรุงโตเกียว ""ยามางิชิ นาโอมิ"" พนักงานต้อนรับมือใหม่ต้องเจอผู้คนมากหน้าหลายตา ด้วยความที่เป็นคนช่างสังเกต เธอจึงพบพฤติกรรมน่าสงสัยของลูกค้าหลายคน คล้ายกำลังอำพรางความลับบางอย่างเอาไว้ อดีตคนรักของเธอผลุนผลันออกจากห้องแขกคนอื่นกลางดึก นักเขียนนิยายขังตัวเองอยู่แต่ในห้องพัก ลูกค้าสาวสวยหายตัวไปพร้อมคำลาตาย  ส่วน ""นิตตะ โคสุเกะ"" ตำรวจหน้าใหม่เจอคดีฆาตกรรมปริศนา 2 ศพ 2 สถานที่ 2 วิธีการ รายหนึ่งถูกแทงทะลุหัวใจ อีกรายโดนฆ่ารัดคออย่างโหดเหี้ยม ความฉลาดและอำมหิตของฆาตกรทำให้ทีมสืบสวนมืดแปดด้าน เมื่อหลักฐานอันน้อยนิดชี้ว่าผู้ต้องสงสัยเคยเข้าพักที่โรงแรมนี้ ""นาโอมิ"" จึงเป็นความหวังเดียวที่จะช่วยกระชากหน้ากากของฆาตกร แต่เมื่อใบหน้าที่เห็นไม่ใช่อย่างที่เป็น ดูเหมือนแต่ละคนจะซุกความอาฆาตซ่อนลึกเอาไว้ภายใต้ ""หน้ากาก"" นิตตะจึงไม่อาจมองข้ามใครไปได้...แม้แต่คนที่ดูไร้พิษสงที่สุด!",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509291581l/36497576.jpg
BOOK_U0NSRH40J8,Heads 3,"Keigo Higashino, Motorō Mase, Olivier Vachey, Yuko K., ",3.75,60,1,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381255483l/12155080.jpg
BOOK_A1R2OHQMMS,十字屋的小丑,"Keigo Higashino, 東野圭吾, 王蘊潔, ",3.37,59,5,我們總是想要改變命運，但到頭來，卻是被命運改變……前所未聞的玄機！出人意表的結局！但最吸引人的，永遠還是東野圭吾筆下的人性！我是人稱「悲劇的小丑」，雖然我不能動彈，也無法說話，但我看得見、聽得著，也感覺得到，而我只告訴你，只告訴你這位讀者我所知道的一切秘密……竹宮產業的前董事長竹宮賴子偶然得到了一具小丑人偶，謠傳擁有這個小丑的人必會招來不幸，而不幸的悲劇，果然就在賴子從竹宮家的豪宅「十字屋」跳樓身亡後揭開了序幕。在賴子尾七法事的隔天，賴子的丈夫宗彥和他的情婦理惠子，被發現慘死在十字屋的地下室！這究竟是殉情還是他殺？然而死亡並未結束，下一位死者是寄宿在竹宮家的研究生青江，他似乎是因為掌握了命案的關鍵而慘遭毒手。賴子的姪女水穗與追蹤這具小丑的人偶師悟淨，循著青江留下的線索繼續追查。真正的兇手到底是誰？事件的真相只有這具「悲劇的小丑」全部看在眼底……,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407401924l/22882415.jpg
BOOK_1C04UL60Z3,天使之耳,"Keigo Higashino, 東野圭吾, 羊恩媺, ",3.33,76,7,Alternative cover edition can be found HERE違反交通規則，「後果」絕對比你想的要可怕！　　東野圭吾連續入圍「日本推理作家協會賞」的短篇傑作！　　日本亞馬遜網路書店讀者四顆半星激讚好評！　　特別收錄東野圭吾「交通警察」系列創作秘辛檔案！　　沒有目擊者，並不代表沒有人「看見」！　　然而，她所擁有的天使之耳，卻早已如心靈之眼般「看」穿了這世上的謊言……　　深夜的十字路口，發生了汽車對撞事故，進口車的車頭狠狠地撞進了小客車的駕駛座。不過進口車幾乎沒什麼變形，小客車卻宛如紙屑般被揉成一團……意外發生的原因疑似其中一方闖紅燈，由於小客車的駕駛傷重身亡，因此唯一可以為死者辯護的，只有那坐在後座、宛如奇蹟般毫髮無傷的盲眼妹妹！　　雖然眼睛看不見，但她所擁有的過人聽力與記憶力卻成為最有力的佐證！警方透過她在車禍當下聽見的種種聲音，逐漸拼湊出整起意外的輪廓，並推算出車禍發生於零點零秒至四十八秒之間，而這分秒之差的關鍵，全取決在她的一「耳」之間……,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1292659595l/9946518.jpg
BOOK_MWZFCDWI0J,危險維納斯,"Keigo Higashino, 東野圭吾, 王蘊潔, ",3.60,90,3,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544680964l/42956590.jpg
BOOK_ONFO03DV2W,あの頃ぼくらはアホでした [Ano koro bokura wa aho deshita],"Keigo Higashino, 東野 圭吾, ",3.29,42,4,東野圭吾 首本青春解密30年作家生涯首本、經典個人散文集誰能想像百萬大作家的青春歲月居然這麼蠢！！東野大神的中學時代，「就這樣被送進縣內的公立國中(其實是不良少年大本營)就讀，但「瘋狂的二十四期生」卻讓黑暗時代再度降臨H中……他們也太威了唄，為了幹架籃球場上大膽揮舞塑膠鎚，隨身攜帶螺絲起子、小刀!!!……原本青春的籃球比賽就在警車、救護車的鳴笛聲和老師的叫罵聲中戲劇性落幕。」東野大神的高中時代，「(明明就不可能考上，真不知道哪根神經不對……)雖然重考一年卻妄想自己能成為『慶應BOY』，考試當天打開英文考卷，媽啊!!!!連題目都是全英文。算了，還是看著監考官那性感的屁股打發時間好了。啊！我X起了！」東野大神的大學時代，「大學就是要談戀愛！所以我變身『聯誼魔』，卻鳥事一堆……好不容易看上一個女生，卻感冒發燒，臥病在床；讓人想像力無限膨脹的京都女大生，卻變成「關西歐巴桑四人組」；原本想破壞朋友的戀情，卻意外讓他們交往！拉不下臉的我只好自圓其說地說，『感謝我吧，這可是我想的妙計啊……』」這麼蠢卻很好笑的東野圭吾，讓人超有親近感~,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381255185l/1995981.jpg
BOOK_24PTJ6X86B,ฆาตกรรมเหนือเมฆ,"Keigo Higashino, ดนูรัตน์ ทุ่งบูรพา, ",3.20,163,33,แอร์โฮสเตสสายการบิน NJA ชื่อเล่น A โกะ กับ B โกะ เป็นคู่หูที่ใครๆ ในบริษัทรู้จักกันดี เพราะเข้าทำงานรุ่นเดียวกัน และเช่าห้องอยู่ด้วยกัน เป็นคู่หูคู่ต่าง ทั้งเรื่องรูปร่างหน้าตาและนิสัยใจคอ ทั้งสองสาวคู่นี้ได้บังเอิญเจอคดีประหลาด ภรรยาของผู้โดยสารที่พวกหล่อนให้บริการเมื่อช่วงกลางวันถูกฆ่าในห้องพักโรงแรม ซึ่งใช้ระบบล็อกประตูอัตโนมัติ ทั้งสองจะคลี่คลายคดีปริศนาอันยากเย็นราวกับไขว่คว้าก้อนเมฆได้อย่างไร,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1636545305l/59585249._SY475_.jpg
BOOK_7F74X8493A,時生 [Tokio],"Keigo Higashino, 東野 圭吾, ",3.88,322,30,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381249532l/1995983.jpg
BOOK_9EMXT7CMVE,名探偵の掟 [Meitantei no okite],"Keigo Higashino, 東野 圭吾, ",3.45,195,30,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381250286l/1996006.jpg
BOOK_KFRU3LR0UU,歪笑小説,"Keigo Higashino, 東野 圭吾, ",3.77,62,6,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457014012l/15758202._SX318_.jpg
BOOK_SCZX27Z2L2,同級生 [Dōkyūsei],"Keigo Higashino, 東野 圭吾, ",3.41,102,4,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381253765l/1995990.jpg
BOOK_9NOK9G7I3J,黒笑小説,"Keigo Higashino, 東野 圭吾, ",3.60,114,7,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381250121l/3694054.jpg
BOOK_HHFXM868XA,東野圭吾ミステリー「ウインクで乾杯」,"Keigo Higashino, 東野 圭吾, 松枝 尚嗣, ",3.56,9,0,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413634453l/23391604.jpg
BOOK_Q5DXIG0CA7,在大雪封閉的山莊裡,"Keigo Higashino, 東野圭吾, 王蘊潔, ",3.38,100,7,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383634088l/18753902.jpg
BOOK_C7GKS2GN7J,偵探俱樂部,"Keigo Higashino, 東野圭吾, 王蘊潔, ",3.37,68,3,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331733892l/13541352.jpg
BOOK_GE6DGC7PZC,殺人の門 [Satsujin no mon],"Keigo Higashino, 東野 圭吾, ",3.59,130,25,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381250044l/1996000.jpg
